,city,region,recruitmentFreq,salesFreq,lat,long
1139,Chiclayo,Peru,0.0,40.0,-6.7736101150512695,-79.8416976928711
1140,Warwick,RI,0.0,39.0,41.70370101928711,-71.52149963378906
1141,Robertson,WY,0.0,39.0,41.18519973754883,-110.41300201416016
1142,Elyria,OH,0.0,39.0,41.36830139160156,-82.10780334472656
1143,Chiang Mai,Thailand,0.0,37.0,18.706100463867188,98.98169708251952
1144,Clemson,SC,0.0,37.0,34.683399200439446,-82.83740234375
1145,Alajuela,Costa Rica,0.0,36.0,10.016200065612793,-84.21160125732422
1146,Highlands Ranch,CO,0.0,36.0,39.55390167236328,-104.96900177001952
1147,Medan,Indonesia,0.0,35.0,3.583329916000366,98.6667022705078
1148,Mazatlan,Mexico,0.0,35.0,23.236099243164066,-106.41500091552734
1149,Limassol,Cyprus,0.0,34.0,34.674999237060554,33.03329849243164
1150,Invercargill,New Zealand,0.0,34.0,-46.4000015258789,168.35000610351562
1151,Northland,New Zealand,0.0,34.0,-41.28329849243164,174.75
1152,Mayaguez,PR,0.0,34.0,18.203100204467773,-67.13999938964844
1153,Asuncion,Paraguay,0.0,34.0,-25.28219985961914,-57.63510131835938
1154,Chillan,Chile,0.0,34.0,-36.599998474121094,-72.11669921875
1155,Guaynabo,PR,0.0,33.0,18.359399795532227,-66.11139678955078
1156,Erlanger,KY,0.0,33.0,39.016700744628906,-84.60079956054688
1157,Ciudad Juarez,Mexico,0.0,33.0,31.738800048828125,-106.48300170898438
1158,Bayamon,PR,0.0,32.0,18.17970085144043,-66.11360168457031
1159,Gastonia,NC,0.0,32.0,35.26210021972656,-81.18730163574219
1160,Tirana,Albania,0.0,31.0,41.32749938964844,19.81889915466309
1161,AL,USA,0.0,30.0,32.318199157714844,-86.90229797363281
1162,San José,Costa Rica,0.0,30.0,9.933329582214355,-84.08329772949219
1163,Pocatello,ID,0.0,30.0,42.87139892578125,-112.44499969482422
1164,Västerås,Sweden,0.0,30.0,59.61669921875,16.549999237060547
1165,Gauteng,South Africa,0.0,28.0,-26.27079963684082,28.11230087280273
1166,Albufeira,Portugal,0.0,28.0,37.0890998840332,-8.247879981994629
1167,Nancy,France,0.0,27.0,48.692100524902344,6.187759876251222
1168,Monte-Carlo,Monaco,0.0,27.0,43.733299255371094,7.416669845581055
1169,Casablanca,Morocco,0.0,27.0,31.79170036315918,-7.092619895935059
1170,PA,USA,0.0,27.0,41.20330047607422,-77.19450378417969
1171,Western Kentucky,KY,0.0,27.0,36.98759841918945,-86.45099639892578
1172,La Plata,BA,0.0,26.0,-34.92050170898437,-57.95389938354492
1173,Arecibo,PR,0.0,26.0,18.47439956665039,-66.71610260009766
1174,Yokohama,Japan,0.0,25.0,35.44369888305664,139.63800048828122
1175,Ponce,PR,0.0,24.0,18.013099670410156,-66.61440277099611
1176,Namur,Belgium,0.0,24.0,50.46670150756836,4.86667013168335
1177,Curridabat,Costa Rica,0.0,23.0,9.911789894104004,-84.03410339355469
1178,Sintra,Portugal,0.0,22.0,38.80289840698242,-9.38166046142578
1179,Marbella,Spain,0.0,22.0,36.510501861572266,-4.885749816894531
1180,Temuco,Chile,0.0,21.0,-38.733299255371094,-72.5999984741211
1181,Alba,Italy,0.0,21.0,44.70000076293945,8.033329963684082
1182,ID,USA,0.0,20.0,44.06819915771485,-114.74199676513672
1183,Cartago,Costa Rica,0.0,19.0,9.853280067443848,-83.90229797363281
1184,Hermiston,OR,0.0,19.0,45.840599060058594,-119.28800201416016
1185,Georgetown,Guyana,0.0,19.0,6.800000190734862,-58.16669845581055
1186,MN,USA,0.0,19.0,46.72959899902344,-94.68589782714844
1187,Innsbruck,Austria,0.0,18.0,47.2667007446289,11.399999618530273
1188,Kobe,Japan,0.0,18.0,34.691299438476555,135.18299865722656
1189,Culebra,PR,0.0,17.0,18.30500030517578,-65.30139923095703
1190,Durham,ON,0.0,17.0,43.900001525878906,-78.9000015258789
1191,LA,USA,0.0,17.0,31.244800567626964,-92.1449966430664
1192,Aveiro,Portugal,0.0,17.0,40.6442985534668,-8.645540237426758
1193,Aachen,Germany,0.0,16.0,50.77529907226562,6.083889961242676
1194,Saint Tropez,France,0.0,16.0,43.27000045776367,6.636000156402588
1195,Kuching,Malaysia,0.0,16.0,1.5499999523162842,110.33300018310548
1196,OK,USA,0.0,16.0,35.46760177612305,-97.5164031982422
1197,Anasco,PR,0.0,15.0,18.28470039367676,-67.13999938964844
1198,MT,USA,0.0,15.0,46.87969970703125,-110.36299896240234
1199,Aguadilla,PR,0.0,15.0,18.429399490356445,-67.15440368652344
1200,Lima,OH,0.0,15.0,40.75429916381836,-84.08319854736328
1201,Redbridge,UK,0.0,15.0,51.588600158691406,0.08240000158548352
1202,WI,USA,0.0,14.0,43.784400939941406,-88.78790283203125
1203,Cartagena,Colombia,0.0,14.0,10.399700164794922,-75.51439666748047
1204,AB,Canada,0.0,14.0,53.93330001831055,-116.57599639892578
1205,AK,USA,0.0,13.0,64.20079803466797,-149.49400329589844
1206,Salzburg,Austria,0.0,13.0,47.79999923706055,13.033300399780273
1207,Izmir,Turkey,0.0,13.0,38.418800354003906,27.128700256347656
1208,Yucatan,Mexico,0.0,13.0,20.70989990234375,-89.09429931640625
1209,MA,USA,0.0,12.0,42.40719985961914,-71.38240051269531
1210,Rosario,Argentina,0.0,12.0,-32.946800231933594,-60.63930130004883
1211,Faisalabad,Pakistan,0.0,12.0,31.41670036315918,73.08329772949219
1212,Pierre,SD,0.0,12.0,44.36830139160156,-100.35099792480469
1213,Cusco,Peru,0.0,12.0,-13.51830005645752,-71.97810363769531
1214,Wandsworth,UK,0.0,12.0,51.45709991455078,-0.1817999929189682
1215,Rio Grande,PR,0.0,12.0,18.382200241088867,-65.83170318603516
1216,Plovdiv,Bulgaria,0.0,11.0,42.135398864746094,24.74530029296875
1217,Toluca,Mexico,0.0,11.0,19.288299560546875,-99.66719818115234
1218,Tripoli,Lebanon,0.0,11.0,33.854698181152344,35.86230087280273
1219,David,Panama,0.0,11.0,8.433329582214355,-82.43329620361328
1220,Walla Walla,WA,0.0,11.0,46.070701599121094,-118.34300231933594
1221,Leiria,Portugal,0.0,11.0,39.74769973754883,-8.8049898147583
1222,Santa Marta,Colombia,0.0,11.0,11.240799903869627,-74.1989974975586
1223,Trinidad,Bolivia,0.0,10.0,-14.83329963684082,-64.90000152587889
1224,Hatillo,PR,0.0,10.0,18.488300323486328,-66.82579803466797
1225,Harare,Zimbabwe,0.0,10.0,-17.817800521850586,31.044700622558604
1226,Trinidad,Belize,0.0,10.0,18.016700744628906,-88.68329620361328
1227,TN,USA,0.0,10.0,35.51750183105469,-86.58039855957031
1228,El Alto,L,0.0,10.0,-16.510200500488278,-68.15910339355469
1229,Trinidad,Honduras,0.0,10.0,15.133299827575685,-88.2332992553711
1230,Leticia,Colombia,0.0,9.0,-4.215280055999757,-69.94059753417969
1231,KS,USA,0.0,9.0,39.01190185546875,-98.48419952392578
1232,North Mississippi,MS,0.0,9.0,32.354698181152344,-89.39849853515625
1233,Bloemfontein,South Africa,0.0,9.0,-29.0851993560791,26.15959930419922
1234,San German,PR,0.0,9.0,18.083599090576172,-67.04530334472656
1235,NV,USA,0.0,9.0,38.8026008605957,-116.41899871826172
1236,Silsbee,TX,0.0,9.0,30.348899841308604,-94.17780303955078
1237,Accra,Ghana,0.0,9.0,7.946529865264893,-1.0231900215148926
1238,AR,USA,0.0,8.0,35.20100021362305,-91.83180236816406
1239,OR,USA,0.0,8.0,43.804100036621094,-120.5540008544922
1240,Olomouc,Czech Republic,0.0,8.0,49.59400177001953,17.25119972229004
1241,Playa del Carmen,Mexico,0.0,8.0,20.61669921875,-87.06670379638672
1242,Woburn,UK,0.0,8.0,51.983299255371094,-0.6166669726371765
1243,Funchal,Portugal,0.0,8.0,32.63330078125,-16.899999618530273
1244,Punta del Este,Uruguay,0.0,8.0,-34.96670150756836,-54.95000076293945
1245,Guápiles,Costa Rica,0.0,7.0,10.215900421142578,-83.7865982055664
1246,Aalborg,Denmark,0.0,7.0,57.04880142211914,9.92175006866455
1247,Luquillo,PR,0.0,7.0,18.374399185180664,-65.71690368652344
1248,WA,USA,0.0,7.0,47.4015998840332,-120.45099639892578
1249,NE,USA,0.0,7.0,41.49250030517578,-99.90180206298828
1250,Viseu,Portugal,0.0,7.0,40.6609992980957,-7.909709930419923
1251,Sebastopol,CA,0.0,7.0,38.400001525878906,-122.81999969482422
1252,California City,CA,0.0,6.0,35.12580108642578,-117.98500061035156
1253,Batam,Indonesia,0.0,6.0,1.2000000476837158,104.0
1254,Dade City,FL,0.0,6.0,28.36440086364746,-82.19609832763672
1255, St Joseph,MO,0.0,6.0,39.75790023803711,-94.83650207519531
1256,Lafayette,IN,0.0,6.0,40.41669845581055,-86.87529754638672
1257,Las Piedras,PR,0.0,6.0,18.184999465942386,-65.86669921875
1258,Rosario,Uruguay,0.0,6.0,-34.316699981689446,-57.349998474121094
1259,QC,Canada,0.0,5.0,52.93989944458008,-73.54910278320312
1260,Valencia,Venezuela,0.0,5.0,10.1806001663208,-68.00389862060547
1261,Madeirã,Portugal,0.0,5.0,39.9453010559082,-8.042160034179688
1262,Valle,Honduras,0.0,5.0,13.55840015411377,-87.59130096435547
1263,Aurora,CO,0.0,5.0,39.72000122070313,-104.8499984741211
1264,Paramaribo,Suriname,0.0,5.0,5.833330154418945,-55.16669845581055
1265,Cayey,PR,0.0,5.0,18.11389923095703,-66.16639709472656
1266,Siquirres,Costa Rica,0.0,5.0,10.09749984741211,-83.50659942626953
1267,Nashik,MH,0.0,5.0,19.9950008392334,73.79650115966797
1268,Trujillo Alto,PR,0.0,5.0,18.3567008972168,-66.00779724121094
1269,Kota Kinabalu,Malaysia,0.0,5.0,5.974899768829347,116.0719985961914
1270,Salta,Argentina,0.0,5.0,-24.7859001159668,-65.41169738769531
1271,San Salvador,El Salvador,0.0,5.0,13.708600044250488,-89.2031021118164
1272,Belém,Brazil,0.0,4.0,-1.4500000476837158,-48.483299255371094
1273,Ciales,PR,0.0,4.0,18.33810043334961,-66.46920013427734
1274,Osasco,Brazil,0.0,4.0,-23.56669998168945,-46.78329849243164
1275,Cayenne,French Guiana,0.0,4.0,4.933330059051514,-52.33330154418945
1276,Gzira,Malta,0.0,4.0,35.905799865722656,14.488100051879885
1277,Bonanza,Nicaragua,0.0,4.0,14.01669979095459,-84.58329772949219
1278,Barranquilla,Colombia,0.0,4.0,10.963899612426758,-74.79640197753906
1279,Mérida,Venezuela,0.0,4.0,8.598329544067383,-71.1449966430664
1280,Makassar,Indonesia,0.0,4.0,2.450000047683716,99.7833023071289
1281,Jeffersontown,KY,0.0,4.0,38.19419860839844,-85.56439971923828
1282,Santa Cruz,Bolivia,0.0,4.0,-12.283300399780273,-66.25
1283,Rancagua,Chile,0.0,4.0,-34.17079925537109,-70.74440002441406
1284,Ashford,UK,0.0,4.0,51.13330078125,0.8833330273628235
1285,Skopje,Macedonia,0.0,4.0,42.0,21.433300018310547
1286,Turrialba,Costa Rica,0.0,4.0,9.904669761657717,-83.68350219726562
1287,Ostrava,Czech Republic,0.0,3.0,49.8119010925293,18.255300521850586
1288,SK,Canada,0.0,3.0,52.93989944458008,-106.45099639892578
1289,Belén,Honduras,0.0,3.0,14.800000190734865,-88.7667007446289
1290,Ambato,Ecuador,0.0,3.0,-1.253999948501587,-78.62300109863281
1291,Cordoba,Argentina,0.0,3.0,-31.41349983215332,-64.18109893798828
1292,Ramallah,Egypt,0.0,3.0,30.729400634765625,31.11590003967285
1293,Ballarat,Australia,0.0,3.0,-37.56269836425781,143.86300659179688
1294,Campinas,Brazil,0.0,3.0,-22.899999618530284,-47.08330154418945
1295,Potosí,Bolivia,0.0,3.0,-19.583599090576172,-65.75309753417969
1296,Central Michigan,MI,0.0,3.0,42.61989974975586,-83.91639709472656
1297,Nice,France,0.0,3.0,43.69599914550781,7.265590190887451
1298,Liberia,Costa Rica,0.0,3.0,10.635000228881836,-85.43769836425781
1299,Ibagué,Colombia,0.0,3.0,4.438889980316162,-75.2322006225586
1300,Tegucigalpa,Honduras,0.0,3.0,14.100000381469727,-87.2166976928711
1301,Manaus,Brazil,0.0,3.0,-3.1133298873901367,-60.02529907226562
1302,Manzanillo,Mexico,0.0,3.0,19.049999237060547,-104.33300018310548
1303,Mar de Plata,Argentina,0.0,3.0,-38.00230026245117,-57.55749893188477
1304,Graz,Austria,0.0,3.0,47.06669998168945,15.449999809265135
1305,Tucuman,Argentina,0.0,3.0,-26.82410049438477,-65.22260284423828
1306,Maracaibo,Venezuela,0.0,3.0,10.631699562072754,-71.6406021118164
1307,Darmstadt,Germany,0.0,2.0,49.87279891967773,8.651189804077147
1308,Linz,Austria,0.0,2.0,48.29999923706055,14.300000190734865
1309,Limón,Costa Rica,0.0,2.0,9.992859840393066,-83.03050231933594
1310,Portoviejo,Ecuador,0.0,2.0,-1.0499999523162842,-80.44999694824219
1311,Cagua,Venezuela,0.0,2.0,10.183300018310547,-67.44999694824219
1312,Delgado,El Salvador,0.0,2.0,13.724200248718262,-89.17030334472656
1313,Ébano,Mexico,0.0,2.0,22.216699600219727,-98.4000015258789
1314,Alvarado,Mexico,0.0,2.0,18.766700744628906,-95.7667007446289
1315,Nanticoke,PA,0.0,2.0,41.205299377441406,-76.00530242919922
1316,Kochi,India,0.0,2.0,9.966670036315918,76.2332992553711
1317,Keene,NH,0.0,2.0,42.93370056152344,-72.2780990600586
1318,Bath,UK,0.0,2.0,51.38000106811523,-2.359999895095825
1319,Puntarenas,Costa Rica,0.0,2.0,9.976149559020996,-84.83879852294922
1320,Ifs,France,0.0,2.0,49.139198303222656,-0.353083997964859
1321,Quesada,Costa Rica,0.0,2.0,10.323800086975098,-84.4271011352539
1322,Avon,France,0.0,2.0,48.402198791503906,2.7202200889587402
1323,Pilar,Paraguay,0.0,2.0,-26.86669921875,-58.38330078125
1324,Almería,Spain,0.0,2.0,36.83330154418945,-2.450000047683716
1325,Toa Alta,PR,0.0,2.0,18.390300750732425,-66.24859619140625
1326,Neiva,Colombia,0.0,2.0,2.927299976348877,-75.28189849853516
1327,Limón,Honduras,0.0,2.0,15.866700172424315,-85.5
1328,Maracay,Venezuela,0.0,2.0,10.246899604797363,-67.59580230712889
1329,Geel,Belgium,0.0,2.0,51.16669845581055,5.0
1330,Oviedo,Dominican Republic,0.0,2.0,17.783300399780273,-71.36669921875
1331,Talca,Chile,0.0,2.0,-35.43330001831055,-71.66670227050781
1332,Copacabana,Colombia,0.0,2.0,6.346330165863037,-75.50890350341797
1333,Guayama,PR,0.0,2.0,17.986099243164062,-66.11419677734375
1334,Aguada,PR,0.0,1.0,18.38139915466309,-67.1885986328125
1335,Roeselare,Belgium,0.0,1.0,50.95000076293945,3.133330106735228
1336,Ahmadi,Kuwait,0.0,1.0,28.82699966430664,48.0009994506836
1337,Rennes,France,0.0,1.0,48.11199951171875,-1.6742899417877195
1338,Kobenhavn,Denmark,0.0,1.0,55.67449951171875,12.574600219726562
1339,Rubio,Venezuela,0.0,1.0,7.7072200775146475,-72.35389709472656
1340,Rosita,Nicaragua,0.0,1.0,13.883299827575685,-84.4000015258789
1341,Ath,Belgium,0.0,1.0,50.63330078125,3.783329963684082
1342,Lorient,France,0.0,1.0,47.75,-3.3666698932647705
1343,Soweto,South Africa,0.0,1.0,-26.26779937744141,27.85849952697754
1344,MB,Canada,0.0,1.0,53.76089859008789,-98.81390380859376
1345,Ulsan,South Korea,0.0,1.0,35.688201904296875,128.67599487304688
1346,Sánchez,Dominican Republic,0.0,1.0,19.233299255371094,-69.59999847412111
1347,Lambayeque,Peru,0.0,1.0,-6.701109886169434,-79.90609741210938
1348,Daejeon,South Korea,0.0,1.0,34.709300994873054,127.26599884033205
1349,Orléans,France,0.0,1.0,47.90290069580078,1.9038900136947632
1350,Goiânia,Brazil,0.0,1.0,-16.66670036315918,-49.2667007446289
1351,Colima,Mexico,0.0,1.0,19.233299255371094,-103.71700286865234
1352,Changwon,South Korea,0.0,1.0,35.92470169067383,126.62999725341795
1353,Vega Alta,PR,0.0,1.0,18.41419982910156,-66.33170318603516
1354,Gwangju,South Korea,0.0,1.0,37.40999984741211,127.25700378417969
1355,Pasto,Colombia,0.0,1.0,1.213610053062439,-77.28109741210938
1356,Pereira,Colombia,0.0,1.0,4.813330173492432,-75.69609832763672
1357,Canovanas,PR,0.0,1.0,18.38109970092773,-65.90170288085939
1358,Manati,PR,0.0,1.0,18.429399490356445,-66.49250030517578
1359,Preston,UK,0.0,1.0,53.7667007446289,-2.716670036315918
1360,Utuado,PR,0.0,1.0,18.26749992370605,-66.70079803466797
1361,Iasi,Romania,0.0,1.0,47.16669845581055,27.60000038146973
1362,Bayonne,France,0.0,1.0,43.483299255371094,-1.483330011367798
1363,Kortrijk,Belgium,0.0,1.0,50.83330154418945,3.2666699886322017
